	Neighborhood	Neighborhood Latitude	Neighborhood Longitude	Venue	Venue Latitude	Venue Longitude	Venue Category
483	Tekstilshchiki District_OPS_390	55.699592	37.736062	Старый Флюгер	55.70135099538777	37.73234248833654	Café
484	Tekstilshchiki District_OPS_390	55.699592	37.736062	Остановка Улица Малышева	55.699635964765186	37.741040781628385	Bus Stop
485	Tekstilshchiki District_OPS_390	55.699592	37.736062	Электричка (курское направление)	55.70035566776868	37.73034518540966	Light Rail Station
486	Tekstilshchiki District_OPS_390	55.699592	37.736062	Ул.Чистова	55.69641701961395	37.73834615903944	Bus Stop
487	Tekstilshchiki District_OPS_390	55.699592	37.736062	Троллейбус № 27	55.70241898788521	37.74075327072304	Bus Line
488	Nizhegorodsky District_OPS_391	55.731235999999996	37.749364	Теннис Парк	55.72854301075317	37.74501694498985	Tennis Court
489	Nizhegorodsky District_OPS_391	55.731235999999996	37.749364	Пятерочка	55.73499330285664	37.75290558742884	Supermarket
490	Nizhegorodsky District_OPS_391	55.731235999999996	37.749364	Ice Park	55.72915554138478	37.74548909629163	Hockey Rink
491	Nizhegorodsky District_OPS_391	55.731235999999996	37.749364	Выгул свинины	55.73095001876237	37.74932977026769	Dog Run
492	Nizhegorodsky District_OPS_391	55.731235999999996	37.749364	Центр развития творчества детей и юношества	55.73007081045005	37.752595173290665	Music Venue
493	Nizhegorodsky District_OPS_391	55.731235999999996	37.749364	АйсПарк	55.72929677823305	37.74534311608067	Hockey Field
494	Nizhegorodsky District_OPS_391	55.731235999999996	37.749364	Магазин Подвальчик Продукты	55.733473947834305	37.74502956201539	Food & Drink Shop
495	Vykhino-Zhulebino District_OPS_417	55.708493000000004	37.825720000000004	Euro Spar	55.70513028291862	37.82084061182924	Grocery Store
496	Vykhino-Zhulebino District_OPS_417	55.708493000000004	37.825720000000004	Примерное поведение	55.70587940876807	37.82817440551735	Nightclub
497	Vykhino-Zhulebino District_OPS_417	55.708493000000004	37.825720000000004	Пятерочка	55.707876158213175	37.82956597559347	Supermarket
498	Vykhino-Zhulebino District_OPS_417	55.708493000000004	37.825720000000004	700 Маршрутка	55.70995983254408	37.82572766086411	Bus Station
499	Vykhino-Zhulebino District_OPS_417	55.708493000000004	37.825720000000004	LEGRAND BAR	55.70611504680139	37.82024021202105	Bar
500	Vykhino-Zhulebino District_OPS_417	55.708493000000004	37.825720000000004	Мойка-шиномонтаж	55.70938150571702	37.829374136128784	Car Wash
501	Vykhino-Zhulebino District_OPS_417	55.708493000000004	37.825720000000004	Галерея «Арт-холл Юго-Восток»	55.708537166363584	37.818481014736186	Art Gallery
502	Vykhino-Zhulebino District_OPS_417	55.708493000000004	37.825720000000004	Остановка «Роддом № 8»	55.70449023138154	37.82758833051181	Bus Stop
503	Ryazansky District_OPS_428	55.723721999999995	37.780064	Московский Пекарь	55.72479890889491	37.781805476652174	Bakery
504	Ryazansky District_OPS_428	55.723721999999995	37.780064	Platinum Fitness	55.719289618493846	37.77882708248553	Gym / Fitness Center
505	Ryazansky District_OPS_428	55.723721999999995	37.780064	Акушерство	55.72531916582129	37.7826310620421	Toy / Game Store
506	Ryazansky District_OPS_428	55.723721999999995	37.780064	Пиццерия	55.72576616441327	37.77833730148468	Pizza Place
507	Ryazansky District_OPS_428	55.723721999999995	37.780064	Аптека #5/133	55.724332915164766	37.77742385193606	Pharmacy
508	Ryazansky District_OPS_428	55.723721999999995	37.780064	Маршрутка № 151м	55.72459662189592	37.77580261230469	Bus Line
509	Ryazansky District_OPS_428	55.723721999999995	37.780064	Жадный Бурундук	55.72225090900216	37.78434212430312	Pet Store
510	Ryazansky District_OPS_428	55.723721999999995	37.780064	Акушерство.ру	55.726972	37.780245	Baby Store
511	Ryazansky District_OPS_428	55.723721999999995	37.780064	МТС	55.71940247133942	37.77909819586002	Electronics Store
512	Ryazansky District_OPS_428	55.723721999999995	37.780064	БК Велес	55.72709311310729	37.77483289896212	Pool Hall
513	Kapotnya District_OPS_429	55.634246	37.801711	Магнит	55.63363152345025	37.79901571173769	Supermarket
514	Kapotnya District_OPS_429	55.634246	37.801711	Рынок	55.63674358135461	37.80050718397675	Department Store
515	Kapotnya District_OPS_429	55.634246	37.801711	Корейка	55.6331890731813	37.79619376182476	Korean Restaurant
516	Kapotnya District_OPS_429	55.634246	37.801711	Универсам Блиний	55.63086102682377	37.799205640836426	Department Store
517	Kapotnya District_OPS_429	55.634246	37.801711	Евросити	55.63793129126871	37.801601409093706	Hotel
518	Kapotnya District_OPS_429	55.634246	37.801711	"ДК ""Капотня"""	55.63806459074145	37.79879966854968	Concert Hall
519	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Жулебинский бульвар	55.68590140309657	37.84990693922293	Pedestrian Plaza
520	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Теннисный Центр Жулебино	55.68699665776127	37.850639247847674	Tennis Stadium
521	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Киномакс	55.68598681569379	37.853989803909556	Multiplex
522	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Тай Рай	55.68280904216865	37.85225182488667	Spa
523	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Парк	55.68542160767422	37.844909936040565	Park
524	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Марквет	55.68195999165155	37.8479366090836	Pet Store
525	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Подружка	55.68611576072339	37.85485000169713	Cosmetics Shop
526	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	BILLA	55.68735909366707	37.8528356552124	Supermarket
527	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Маска	55.68610554901679	37.85507214842313	Cosmetics Shop
528	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Резинка	55.684722742075934	37.8446139198701	Basketball Court
529	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Салон красоты и SPA «Мишель»	55.68240485057222	37.84611958280686	Salon / Barbershop
530	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	O'STIN	55.685688	37.85426	Clothing Store
531	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	ТРЦ «Миля»	55.68595216774156	37.853801250457764	Shopping Mall
532	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Шаг к Пятерке	55.685832391110175	37.850358064435845	Stationery Store
533	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	McDonald's (Макдоналдс)	55.68549209330621	37.85469274343442	Fast Food Restaurant
534	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Перекрёсток (Перекресток)	55.68191	37.853286	Supermarket
535	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Bingo-Boom (Бинго-бум)	55.68629215278212	37.85498806924815	Betting Shop
536	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Пятерочка	55.689238474358596	37.85430042256498	Supermarket
537	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	SushiBox	55.685185658967036	37.85813235053952	Sushi Restaurant
538	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Спортмастер	55.685939	37.85391	Sporting Goods Shop
539	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Лабиринт	55.68505292157016	37.846793063386755	Karaoke Bar
540	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	С-Лакс	55.68318341315223	37.84474699323768	Gym / Fitness Center
541	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Шоколадница	55.68537020815934	37.854499160255386	Coffee Shop
542	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Пятёрочка	55.68461251897116	37.84706185143577	Supermarket
543	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	KFC	55.68552195899307	37.85485280493386	Fast Food Restaurant
544	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Мосцветторг	55.68246561936632	37.85165457383637	Flower Shop
545	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Пятёрочка	55.6839171396875	37.85334934255923	Supermarket
546	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Булка хлеба	55.69016	37.851149	Bakery
547	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Пятёрочка	55.68590212423547	37.84986676364483	Supermarket
548	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Пятерочка	55.68843632919732	37.85056534289871	Supermarket
549	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Milano PIZZA	55.68345143043869	37.845304936539186	Pizza Place
550	Vykhino-Zhulebino District_OPS_431	55.685988	37.850475	Labиринт	55.68506682320396	37.84676682517289	Karaoke Bar
551	Yuzhnoportovy District_OPS_432	55.703189	37.672776	Боцман	55.70474653440031	37.667593177821985	Brewery
552	Yuzhnoportovy District_OPS_432	55.703189	37.672776	BochkaShop (БочкаШоп)	55.70543823493009	37.66945838928223	Beer Store
553	Yuzhnoportovy District_OPS_432	55.703189	37.672776	Подружка	55.70295028370886	37.673106256161226	Cosmetics Shop
554	Yuzhnoportovy District_OPS_432	55.703189	37.672776	ЗОВ кухни центральный салон	55.70514383081641	37.66791017246454	Furniture / Home Store
555	Yuzhnoportovy District_OPS_432	55.703189	37.672776	"Антикафе ""ГаражЪ""/Anticafe_garage"	55.70682891637155	37.671500135133016	Café
556	Yuzhnoportovy District_OPS_432	55.703189	37.672776	Парк «Кожухово»	55.700594223825775	37.66670695123786	Park
557	Yuzhnoportovy District_OPS_432	55.703189	37.672776	"Центр Детского Творчества ""Южнопортовый"""	55.70426349022639	37.6718411157286	Performing Arts Venue
558	Yuzhnoportovy District_OPS_432	55.703189	37.672776	Дикси	55.702848106802115	37.677627198582584	Convenience Store
559	Yuzhnoportovy District_OPS_432	55.703189	37.672776	Пятерочка	55.7070870980132	37.67367795196012	Supermarket
560	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	Бассейн ФОК «Кузьминки»	55.70053338691306	37.780768781737045	Gym Pool
561	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	Афина	55.703035272662426	37.78246052109064	Salon / Barbershop
562	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	Стильные Кухни	55.70394903161435	37.77708807606514	Furniture / Home Store
563	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	СпортЛэнд	55.69944624318716	37.77966565943172	Gym / Fitness Center
564	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	Маленькая Пекарня Гончаровых	55.70359	37.775497	Bakery
565	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	"Остановка ""Есенинский бульвар"""	55.703647	37.780801	Bus Stop
566	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	Зоомагазин	55.70365618660527	37.78123223611862	Pet Store
567	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	СДЮСШОР № 64 / СК «Есенинский»	55.70161086541703	37.78020656093221	Martial Arts Dojo
568	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	Дикси	55.698459	37.780497	Convenience Store
569	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	Палатка с арбузами	55.70306627778313	37.78692111808534	Fruit & Vegetable Store
570	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	"Остановка «Магазин ""Мебель""»"	55.702676091128474	37.7869897746993	Bus Stop
571	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	36,6	55.702043643359154	37.78759312811112	Pharmacy
572	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	Автобус № 551	55.70529564423753	37.78623958860043	Bus Line
573	Kuzminki District_OPS_439	55.70285500000001	37.781147999999995	Аптека	55.70451876790127	37.7743497612822	Pharmacy
574	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Правда кофе	55.704893575272074	37.7671809914648	Coffee Shop
575	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Джонджоли	55.705803732464204	37.76319113988666	Caucasian Restaurant
576	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Московский губернский театр	55.70782657296346	37.76696173613064	Theater
577	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Вкусвилл	55.70485343431505	37.77150941396728	Health Food Store
578	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Бетховен	55.70626771374027	37.771729669226744	Pet Service
579	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Закон Бернулли	55.706253	37.763306	Beer Bar
580	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Сквер у метро Кузьминки	55.705519722677536	37.764428845164716	Park
581	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Здоров.ру	55.70482588619153	37.768216039437725	Pharmacy
582	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	"Московский областной дом искусств ""Кузьминки"""	55.70752679811427	37.76718738336524	Theater
583	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Кантата	55.70468782539837	37.76653888531015	Food & Drink Shop
584	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	O'STIN	55.70532221184805	37.76767014530303	Clothing Store
585	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Кафе Фергана	55.702988	37.766457	Halal Restaurant
586	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Stradivarius	55.705330740595784	37.768400506708524	Clothing Store
587	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Якитория	55.70479842935339	37.77157160584008	Sushi Restaurant
588	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	"Магазин ""У Палыча"""	55.70484132503387	37.76725811104906	Dessert Shop
589	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Стильные Кухни	55.70394903161435	37.77708807606514	Furniture / Home Store
590	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Теремъ	55.70172212936587	37.764527107175056	Construction & Landscaping
591	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	"Магазин Разливных Напитков ""Промилле"""	55.706196	37.76776	Beer Store
592	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Шикари	55.705757997415006	37.765711175523705	Asian Restaurant
593	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Маленькая Пекарня Гончаровых	55.70359	37.775497	Bakery
594	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Тануки	55.703992	37.772343	Japanese Restaurant
595	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Мегафон	55.706060879114155	37.76745021343231	Mobile Phone Shop
596	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Читай-город	55.70557718026883	37.76286099504546	Bookstore
597	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Площадь Славы	55.70707643280577	37.76643633842468	Plaza
598	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Кампанелло	55.7028989098928	37.766130883971094	Italian Restaurant
599	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Домашний Мастер	55.70607014723763	37.763166721330705	Furniture / Home Store
600	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Кораблик	55.70098542970668	37.764620860857306	Toy / Game Store
601	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Рив Гош	55.705267990196575	37.768643311088525	Cosmetics Shop
602	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Мегафон	55.70555291372333	37.763723768841494	Mobile Phone Shop
603	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Теремок	55.704813870960876	37.768196624100426	Blini House
604	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	mybox	55.70079107169368	37.764529286553746	Sushi Restaurant
605	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Domino's Pizza	55.70627670392372	37.77170550524947	Pizza Place
606	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Суши Шоп	55.704259603221836	37.76652715540777	Sushi Restaurant
607	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Лента	55.70090171606718	37.76443746602152	Supermarket
608	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Мегафон	55.70499095928594	37.764706593353964	Mobile Phone Shop
609	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	McDonald's	55.70594880259719	37.7669742714369	Fast Food Restaurant
610	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Мегафон	55.70585931606131	37.763678380505525	Mobile Phone Shop
611	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Академия	55.70508762091898	37.77216867432303	Kids Store
612	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Хлебная лавка	55.70598370584321	37.76526239557423	Bakery
613	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Фонтан «Музыка славы»	55.70675158927477	37.76590626454792	Fountain
614	Kuzminki District_OPS_443	55.70443100000001	37.769197999999996	Динозаврик	55.700954644671164	37.764481114679086	Pet Store
615	Vykhino-Zhulebino District_OPS_444	55.70397	37.817886	Euro Spar	55.70513028291862	37.82084061182924	Grocery Store
616	Vykhino-Zhulebino District_OPS_444	55.70397	37.817886	Бахча	55.7050876153921	37.81949043273926	Restaurant
617	Vykhino-Zhulebino District_OPS_444	55.70397	37.817886	Дочки-Сыночки (Дочки-сыночки)	55.699715	37.815929	Kids Store
618	Vykhino-Zhulebino District_OPS_444	55.70397	37.817886	LEGRAND BAR	55.70611504680139	37.82024021202105	Bar
619	Vykhino-Zhulebino District_OPS_444	55.70397	37.817886	Доброном	55.70302277424954	37.82217051795877	Convenience Store
620	Vykhino-Zhulebino District_OPS_444	55.70397	37.817886	Шварцбрецель	55.70155	37.813313	Bakery
621	Vykhino-Zhulebino District_OPS_444	55.70397	37.817886	Пятёрочка	55.69965258806983	37.816025661955756	Convenience Store
622	Maryino District_OPS_451	55.659505	37.759592	Биротека	55.659714140983496	37.75885080150138	Beer Store
623	Maryino District_OPS_451	55.659505	37.759592	Еще парочку	55.66219530494884	37.760394351792314	Beer Store
624	Maryino District_OPS_451	55.659505	37.759592	ВкусВилл	55.65953792216736	37.75785755178879	Convenience Store
625	Maryino District_OPS_451	55.659505	37.759592	Парк им. Артема Боровика	55.66175199166985	37.75560543808912	Park
626	Maryino District_OPS_451	55.659505	37.759592	Территория фитнеса	55.662037839411774	37.76452660560608	Gym / Fitness Center
627	Maryino District_OPS_451	55.659505	37.759592	Сим Сити Home	55.66091255122213	37.759776495439716	Middle Eastern Restaurant
628	Maryino District_OPS_451	55.659505	37.759592	Тануки	55.6628240046067	37.7606856822968	Japanese Restaurant
629	Maryino District_OPS_451	55.659505	37.759592	"Центр йоги и массажа ""Vita"""	55.65658236292988	37.760183590710795	Yoga Studio
630	Maryino District_OPS_451	55.659505	37.759592	Додо Пицца	55.655589	37.761458	Pizza Place
631	Maryino District_OPS_451	55.659505	37.759592	виктория 24	55.662543277343126	37.764166556022744	Supermarket
632	Maryino District_OPS_451	55.659505	37.759592	Кулинария	55.66109561719217	37.75981291539212	Food & Drink Shop
633	Maryino District_OPS_451	55.659505	37.759592	Cibo Preferito	55.6594747514372	37.75573251615283	Italian Restaurant
634	Maryino District_OPS_451	55.659505	37.759592	ЧЕТЫРЕ ЛАПЫ	55.6612717055751	37.7603477239609	Pet Store
635	Maryino District_OPS_451	55.659505	37.759592	Шашлычный дворик	55.6595695510883	37.753827322814665	BBQ Joint
636	Maryino District_OPS_451	55.659505	37.759592	Мосцветторг	55.658399359523706	37.75753534203686	Flower Shop
637	Maryino District_OPS_451	55.659505	37.759592	McCafe	55.65953576401093	37.75723574320889	Coffee Shop
638	Maryino District_OPS_451	55.659505	37.759592	McDonald's	55.65955243086325	37.75721079333496	Fast Food Restaurant
639	Maryino District_OPS_451	55.659505	37.759592	Сим Сити	55.65634963911844	37.76135959584606	Eastern European Restaurant
640	Maryino District_OPS_451	55.659505	37.759592	Ригла	55.660059050883156	37.758770079192225	Pharmacy
641	Maryino District_OPS_451	55.659505	37.759592	Ёрш	55.6626121935512	37.7600902318954	Pizza Place
642	Maryino District_OPS_451	55.659505	37.759592	WOKKA	55.65884480321289	37.758813647415295	Noodle House
643	Maryino District_OPS_451	55.659505	37.759592	Панчо Пицца	55.65941812152766	37.7557823193944	Italian Restaurant
644	Maryino District_OPS_451	55.659505	37.759592	KFC	55.65979017870392	37.753581417566714	Burger Joint
645	Maryino District_OPS_451	55.659505	37.759592	Шантимель	55.66273662781587	37.7597654739325	Café
646	Maryino District_OPS_451	55.659505	37.759592	Очкарик	55.66037110311016	37.75903755727593	Optical Shop
647	Maryino District_OPS_451	55.659505	37.759592	Суши Wok	55.660346277417794	37.75913275515196	Asian Restaurant
648	Maryino District_OPS_451	55.659505	37.759592	FRESH Fitness Club	55.6557877382253	37.76220973301305	Gym
649	Maryino District_OPS_451	55.659505	37.759592	KFC	55.65977232128232	37.7538223249139	Fast Food Restaurant
650	Maryino District_OPS_451	55.659505	37.759592	Бар Район	55.65651613122077	37.76553615950695	Bar
651	Maryino District_OPS_451	55.659505	37.759592	Тонус Клуб (Фитнес для женщин)	55.658375637803196	37.75977623584042	Gym / Fitness Center
652	Maryino District_OPS_451	55.659505	37.759592	Бьюти Маркет	55.661241	37.759645	Cosmetics Shop
653	Maryino District_OPS_451	55.659505	37.759592	Формула Здоровья	55.65957662996042	37.75899563110348	Pharmacy
654	Maryino District_OPS_451	55.659505	37.759592	Аквилея Фитнес	55.65811761209077	37.7600235232063	Gym / Fitness Center
655	Maryino District_OPS_451	55.659505	37.759592	SuziStar	55.655900442412396	37.75665713534954	Salon / Barbershop
656	Maryino District_OPS_451	55.659505	37.759592	Сбербанк	55.65552673165383	37.763020559003735	Bank
657	Maryino District_OPS_451	55.659505	37.759592	Пятерочка	55.656480318770164	37.76130582914932	Supermarket
658	Maryino District_OPS_451	55.659505	37.759592	Кондитерская	55.66252705254402	37.75971062610343	Tea Room
659	Maryino District_OPS_451	55.659505	37.759592	Пятерочка	55.66329580857244	37.761177363011754	Food & Drink Shop
660	Ryazansky District_OPS_456	55.718949	37.78601	Шоколадница	55.71809064960462	37.785389324414425	Coffee Shop
661	Ryazansky District_OPS_456	55.718949	37.78601	Московский государственный музыкальный театр под руководством Геннадия Чихачёва	55.717381186624074	37.78355945907937	Theater
662	Ryazansky District_OPS_456	55.718949	37.78601	Obuvitalia	55.717386035553254	37.78994889097675	Shoe Store
663	Ryazansky District_OPS_456	55.718949	37.78601	Platinum Fitness	55.719289618493846	37.77882708248553	Gym / Fitness Center
664	Ryazansky District_OPS_456	55.718949	37.78601	Избёнка/ВкусВилл	55.71751384982588	37.79278056863085	Health Food Store
665	Ryazansky District_OPS_456	55.718949	37.78601	Элизе	55.7173390635199	37.79146743601459	Cosmetics Shop
666	Ryazansky District_OPS_456	55.718949	37.78601	Titanium	55.72070094079466	37.78730393661505	Gym
667	Ryazansky District_OPS_456	55.718949	37.78601	Корчма «Вечера На Хуторе»	55.71930957775143	37.782148084918845	Ukrainian Restaurant
668	Ryazansky District_OPS_456	55.718949	37.78601	Шашлычная	55.71746140457488	37.78555336921296	BBQ Joint
669	Ryazansky District_OPS_456	55.718949	37.78601	Комус	55.71746837500474	37.79012471751322	Paper / Office Supplies Store
670	Ryazansky District_OPS_456	55.718949	37.78601	Мегафон	55.71663148933715	37.792606029139286	Mobile Phone Shop
671	Ryazansky District_OPS_456	55.718949	37.78601	Перекресток	55.720901	37.787138	Supermarket
672	Ryazansky District_OPS_456	55.718949	37.78601	Лето караоке бар	55.7179678553312	37.78552233148073	Karaoke Bar
673	Ryazansky District_OPS_456	55.718949	37.78601	Аптека На Рязанском	55.7181956552647	37.78845683487544	Pharmacy
674	Ryazansky District_OPS_456	55.718949	37.78601	Palacio	55.720430366939325	37.78659816093606	Hotel
675	Ryazansky District_OPS_456	55.718949	37.78601	Теремок	55.717455182032154	37.792038935682505	Blini House
676	Ryazansky District_OPS_456	55.718949	37.78601	Новый книжный	55.716609529140776	37.79263270759381	Bookstore
677	Ryazansky District_OPS_456	55.718949	37.78601	Л'Этуаль	55.71751962957651	37.79287483473437	Cosmetics Shop
678	Ryazansky District_OPS_456	55.718949	37.78601	Жадный Бурундук	55.72225090900216	37.78434212430312	Pet Store
679	Ryazansky District_OPS_456	55.718949	37.78601	Пятерочка	55.714465228993504	37.7856956475383	Supermarket
680	Ryazansky District_OPS_456	55.718949	37.78601	МТС	55.71940247133942	37.77909819586002	Electronics Store
681	Kuzminki District_OPS_457	55.71149499999999	37.773154999999996	Есенинский бульвар	55.709980719149364	37.77061279257399	Road
682	Kuzminki District_OPS_457	55.71149499999999	37.773154999999996	ВкусВилл	55.70989277396073	37.769131496241556	Gourmet Shop
683	Kuzminki District_OPS_457	55.71149499999999	37.773154999999996	Кафе Шарманка	55.71333325564301	37.775925429213515	Café
684	Kuzminki District_OPS_457	55.71149499999999	37.773154999999996	Хэппич	55.71033884676494	37.76646952247518	Toy / Game Store
685	Kuzminki District_OPS_457	55.71149499999999	37.773154999999996	Шарманка	55.71338696232905	37.7771221373266	Eastern European Restaurant
686	Kuzminki District_OPS_457	55.71149499999999	37.773154999999996	Пятерочка	55.711094234190995	37.77371190939394	Food & Drink Shop
687	Kuzminki District_OPS_457	55.71149499999999	37.773154999999996	Турнички	55.707323	37.771976	Athletics & Sports
688	Kuzminki District_OPS_457	55.71149499999999	37.773154999999996	Сауна Наутилус	55.71571939646995	37.771285212381635	Sauna / Steam Room
689	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Джонджоли	55.705803732464204	37.76319113988666	Caucasian Restaurant
690	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	ПатиБум	55.698407784342606	37.76437722787808	Gift Shop
691	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Теремъ	55.70172212936587	37.764527107175056	Construction & Landscaping
692	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Подружка	55.69989048377512	37.768687148088546	Cosmetics Shop
693	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Сквер у метро Кузьминки	55.705519722677536	37.764428845164716	Park
694	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Правда кофе	55.704893575272074	37.7671809914648	Coffee Shop
695	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Кораблик	55.70098542970668	37.764620860857306	Toy / Game Store
696	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Кафе Фергана	55.702988	37.766457	Halal Restaurant
697	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Избенка	55.70563092522122	37.75979096855488	Health Food Store
698	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	mybox	55.70079107169368	37.764529286553746	Sushi Restaurant
699	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Фонтан на Юных Ленинцев	55.70027148044851	37.764138159839675	Fountain
700	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Лента	55.70090171606718	37.76443746602152	Supermarket
701	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Кантата	55.70468782539837	37.76653888531015	Food & Drink Shop
702	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Здоров.ру	55.70482588619153	37.768216039437725	Pharmacy
703	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	"Фитнес клуб ""Да Винчи"""	55.69865926246183	37.76748386694787	Gym / Fitness Center
704	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Читай-город	55.70557718026883	37.76286099504546	Bookstore
705	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Кампанелло	55.7028989098928	37.766130883971094	Italian Restaurant
706	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	"Магазин ""У Палыча"""	55.70484132503387	37.76725811104906	Dessert Shop
707	Kuzminki District_OPS_462	55.70171800000001	37.762494000000004	Шикари	55.705757997415006	37.765711175523705	Asian Restaurant
