107076,55.80001,37.70038,Central,South-Eastern,Lyublino
109145,55.70102,37.84614,Central,South-Eastern,Lyublino
105187,55.87241,37.54047,Central,South-Eastern,Lyublino
105122,55.80395,37.76177,Central,Eastern,Severnoye Izmaylovo
107553,55.80403,37.75636,Central,Eastern,Sokolinaya gora
111399,55.75779,37.80182,Central,Eastern,Perovo
105264,55.7985,37.79364,Central,Eastern,Severnoye Izmaylovo
111672,55.74008,37.86784,Central,Eastern,Novokosino
111397,55.7503,37.79554,Central,Eastern,Perovo
107023,55.78614,37.70903,Central,South-Eastern,Lyublino
111020,55.76725,37.70868,Central,South-Eastern,Lefortovo
119034,55.73761,37.59325,Central,Central,Khamovniki
121096,55.72996,37.49651,Central,Western,Filyovsky Park
121108,55.74167,37.4233,Central,Western,DorogomFili-Davydkovoilovo
121351,55.73278,37.4111,Central,Western,DorogomFili-Davydkovoilovo
121353,55.71069,37.40192,Central,South-Eastern,Lyublino
119619,55.65135,37.37611,Central,South-Eastern,Lyublino
119530,55.69168,37.44857,Central,Western,Ochakovo-Matveyevskoye
119331,55.7004,37.52227,Central,South-Western,Lomonosovsky
119192,55.69583,37.48895,Central,Western,Ramenki
119590,55.71889,37.5106,Central,Western,Ramenki
123290,55.75863,37.52292,Central,South-Eastern,Lyublino
124683,55.73209,37.57344,Central,Zelenograd,Kryukovo
124536,55.99043,37.25011,Central,Zelenograd,Savyolki
125190,55.80632,37.51696,Central,Northern,Sokol
125124,55.73209,37.57344,Central,Northern,Begovoy
127238,55.85028,37.55815,Central,Northern,Timiryazevsky
125171,55.81753,37.50014,Central,South-Eastern,Lyublino
125183,55.84173,37.54461,Central,Northern,Timiryazevsky
125493,55.84365,37.50864,Central,Northern,Levoberezhny
127644,55.89334,37.52624,Central,Northern,Dmitrovsky
141400,55.94777,37.4114,Central,Northern,Molzhaninovsky
125310,55.83476,37.41979,Central,South-Eastern,Lyublino
125502,55.86291,37.49123,Central,Northern,Khovrino
129226,55.83804,37.64762,Central,South-Eastern,Lyublino
127410,55.873,37.57742,Central,South-Eastern,Lyublino
129329,55.86023,37.64538,Central,South-Eastern,Lyublino
127576,55.89278,37.57601,Central,North-Eastern,Lianozovo
127204,55.93339,37.54727,Central,North-Eastern,Severny
127427,55.81834,37.60778,Central,North-Eastern,Ostankinsky
129085,55.8093,37.62662,Central,North-Eastern,Ostankinsky
127081,55.87622,37.63246,Central,South-Eastern,Lyublino
129337,55.85817,37.69259,Central,North-Eastern,Yaroslavsky
123464,55.84116,37.38296,Central,North-Western,Mitino
125627,55.85001,37.38781,Central,North-Western,Mitino
125371,55.8324,37.4161,Central,North-Western,Pokrovskoye-Streshnevo
123103,55.78434,37.43846,Central,North-Western,Khoroshyovo-Mnyovniki
123298,55.78638,37.49671,Central,North-Western,Shchukino
123260,55.73209,37.57344,Central,Central,Arbat
105062,55.75985,37.65025,Central,Central,Basmanny
105229,55.73209,37.57344,Central,Central,Basmanny
114054,55.73209,37.57344,Central,Central,Zamoskvorechye
115184,55.73755,37.62912,Central,Central,Yakimanka
107217,55.77035,37.64973,Central,Central,Krasnoselsky
107031,55.76423,37.62128,Central,Central,Tverskoy
123100,55.75843,37.55545,Central,Central,Presnensky
123610,55.75363,37.55664,Central,Central,Presnensky
109147,55.73652,37.6677,Central,Central,Tagansky
103132,55.73209,37.57344,Central,Central,Tverskoy
125032,55.73209,37.57344,Central,Central,Tverskoy
119021,55.73491,37.58903,Central,Central,Khamovniki
119072,55.74352,37.61421,Central,Central,Yakimanka
109431,55.67958,37.85416,Central,South-Eastern,Vykhino-Zhulebino
109341,55.65734,37.77212,Central,South-Eastern,Maryino
109649,55.73209,37.57344,Central,South-Eastern,Kapotnya
109457,55.71209,37.7714,Central,South-Eastern,Ryazansky
111250,55.75946,37.69936,Central,South-Eastern,Lefortovo
115408,55.63883,37.7444,Central,Southern,Orekhovo-Borisovo Yuzhnoye
115582,55.62516,37.69355,Central,Southern,Orekhovo-Borisovo Yuzhnoye
117405,55.58434,37.59986,Central,Southern,Chertanovo Yuzhnoye
119261,55.68271,37.54117,Central,South-Western,Lomonosovsky
109383,55.66874,37.71285,Central,South-Eastern,Pechatniki
109263,55.69682,37.74499,Central,South-Eastern,Tekstilshchiki
117312,55.69672,37.5756,Central,South-Western,Gagarinsky
117149,55.66163,37.60069,Central,South-Western,Zyuzino
117279,55.63792,37.52986,Central,South-Western,Konkovo
117335,55.67748,37.55268,Central,South-Western,Cheryomushki
117133,55.6284,37.4837,Central,South-Western,Tyoply Stan
117624,55.54832,37.56239,Central,South-Western,Yuzhnoye Butovo
115372,55.58579,37.67182,Central,Southern,Biryulyovo Vostochnoye
117545,55.60945,37.62106,Central,Southern,Chertanovo Yuzhnoye
115533,55.6802,37.6483,Central,Southern,Nagatinsky Zaton
115478,55.73209,37.57344,Central,Southern,Nagatino-Sadovniki
115407,55.68245,37.68886,Central,Southern,Nagatinsky Zaton
117648,55.63629,37.59586,Central,Southern,Chertanovo Severnoye
107150,55.81808,37.72363,Central,Eastern,Metrogorodok
111395,55.72557,37.80578,Central,Eastern,Novogireyevo
105203,55.7919,37.8143,Central,Eastern,Severnoye Izmaylovo
107065,55.82589,37.81509,Central,Eastern,Golyanovo
107589,55.82149,37.82423,Central,Eastern,Golyanovo
111524,55.75,37.75489,Central,Eastern,Perovo
105275,55.77634,37.73798,Central,Eastern,Sokolinaya gora
111673,55.73816,37.85442,Central,South-Eastern,Lyublino
111398,55.74036,37.76977,Central,South-Eastern,Nizhegorodsky
107061,55.79496,37.71988,Central,Eastern,Preobrazhenskoye
107014,55.80112,37.6758,Central,North-Eastern,Ostankinsky
119634,55.64029,37.34733,Central,South-Eastern,Lyublino
121151,55.74342,37.55075,Central,Western,Dorogomilovo
121500,55.78483,37.34427,Central,South-Eastern,Lyublino
121359,55.74593,37.39471,Central,Western,Kuntsevo
121354,55.71864,37.41556,Central,Western,Ochakovo-Matveyevskoye
119633,55.64117,37.36587,Central,South-Eastern,Lyublino
119602,55.67084,37.46703,Central,Western,Troparyovo-Nikulino
